GrLivArea,SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF,TotalBR,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR2,LotShape_IR3,LotShape_Reg,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
1446.0,175000,60,57.0,21872.0,7,5,1996.0,1997.0,0.0,3,3,4,3,4,6,604.0,0.0,125.0,729.0,5,729.0,717.0,0,3,3,6,1,3,2.0,406.0,3,3,264.0,8,2008,42.0623,-93.636948,22.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1429.0,181900,20,86.2,14585.0,6,6,1960.0,1987.0,85.0,3,3,3,3,1,4,594.0,219.0,331.0,1144.0,5,1429.0,0.0,0,3,4,7,2,4,2.0,572.0,3,3,216.0,6,2007,42.0403374,-93.6248112,110.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2398.0,315750,60,95.0,11787.0,7,5,1996.0,1997.0,594.0,4,3,4,3,1,6,719.0,0.0,660.0,1379.0,5,1383.0,1015.0,0,3,4,8,1,3,3.0,834.0,3,3,239.0,8,2007,42.052247,-93.655905,60.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
848.0,145000,120,46.6,4426.0,6,5,2004.0,2004.0,205.0,4,3,4,3,2,6,662.0,0.0,186.0,848.0,5,848.0,0.0,0,1,4,3,0,0,2.0,420.0,3,3,140.0,2,2008,42.016422,-93.68313,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1576.0,197000,60,65.0,8125.0,7,5,2006.0,2006.0,0.0,4,3,4,4,1,1,0.0,0.0,770.0,770.0,5,778.0,798.0,0,3,4,6,0,0,2.0,614.0,3,3,0.0,8,2006,42.0514547,-93.6438297,50.0,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1728.0,84900,90,98.0,13260.0,5,6,1962.0,2001.0,144.0,3,3,3,3,1,4,1500.0,0.0,228.0,1728.0,3,1728.0,0.0,0,6,3,10,0,0,0.0,0.0,0,0,0.0,1,2010,42.04182309999999,-93.6229082,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1352.0,158000,60,80.0,9364.0,6,7,1969.0,1969.0,143.0,3,3,3,3,1,5,371.0,0.0,292.0,663.0,3,663.0,689.0,0,4,3,7,0,0,1.0,299.0,3,3,379.0,3,2010,42.02992440000001,-93.6765259,36.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
912.0,156000,85,64.9,7540.0,6,6,1978.0,1978.0,0.0,3,3,4,3,3,6,773.0,0.0,115.0,888.0,5,912.0,0.0,0,2,3,5,1,3,2.0,470.0,3,3,0.0,6,2007,41.9939819,-93.6057737,192.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
2000.0,305900,20,80.0,10386.0,8,5,2004.0,2005.0,246.0,4,3,4,3,1,6,1464.0,0.0,536.0,2000.0,5,2000.0,0.0,0,3,4,8,0,0,3.0,888.0,3,3,168.0,7,2007,42.0176749,-93.688126,0.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1839.0,257500,20,110.0,14442.0,6,7,1957.0,2004.0,106.0,3,3,3,3,1,6,1186.0,0.0,291.0,1477.0,5,1839.0,0.0,0,3,4,7,2,3,2.0,416.0,3,3,0.0,6,2007,42.0125162,-93.6431764,287.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
882.0,116000,20,60.0,11556.0,5,6,1952.0,1952.0,52.0,3,3,3,3,1,3,148.0,0.0,572.0,720.0,5,882.0,0.0,0,2,4,4,0,0,1.0,240.0,3,3,0.0,5,2008,42.0410866,-93.6174665,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1152.0,143450,20,78.0,11700.0,6,6,1968.0,1968.0,41.0,3,3,3,3,1,1,0.0,0.0,912.0,912.0,5,1152.0,0.0,0,3,3,7,0,0,2.0,412.0,3,3,0.0,9,2007,42.0469512,-93.6352078,126.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1561.0,277500,120,60.0,7313.0,9,5,2005.0,2005.0,246.0,5,3,5,3,1,6,1153.0,0.0,408.0,1561.0,5,1561.0,0.0,0,2,5,6,1,4,2.0,556.0,3,3,203.0,8,2007,42.057121,-93.6525637,47.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1607.0,200000,160,24.0,2645.0,8,5,1999.0,2000.0,456.0,4,3,4,3,1,6,813.0,0.0,147.0,960.0,5,962.0,645.0,0,3,4,7,0,0,2.0,480.0,3,3,169.0,12,2008,42.0470047,-93.6426507,0.0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1342.0,105000,50,50.0,6000.0,6,5,1939.0,1950.0,0.0,3,3,3,3,1,2,264.0,0.0,475.0,739.0,5,874.0,468.0,0,2,3,7,1,4,1.0,240.0,3,3,0.0,4,2008,42.0337089,-93.6217605,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4316.0,755000,60,104.0,21535.0,10,6,1994.0,1995.0,1170.0,5,3,5,3,4,6,1455.0,0.0,989.0,2444.0,5,2444.0,1872.0,0,4,5,10,2,5,3.0,832.0,3,3,382.0,1,2007,42.0524649,-93.6576304,50.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2237.0,204000,60,74.1,9839.0,6,8,1980.0,2006.0,0.0,3,4,4,3,1,5,462.0,0.0,250.0,712.0,5,1375.0,862.0,0,3,4,7,1,3,2.0,440.0,3,3,305.0,2,2009,41.99864059999999,-93.6450176,24.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2422.0,255000,20,102.0,12671.0,6,7,1954.0,1994.0,300.0,3,4,4,2,1,2,353.0,0.0,935.0,1288.0,5,2422.0,0.0,0,4,4,6,2,4,2.0,527.0,3,3,0.0,7,2007,42.0285846,-93.6658493,207.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1690.0,156500,70,60.0,7200.0,7,9,1910.0,2008.0,0.0,4,4,3,3,1,1,0.0,0.0,560.0,560.0,5,930.0,760.0,0,4,4,5,0,0,2.0,624.0,3,3,0.0,8,2009,42.0347353,-93.6136873,112.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
605.0,86000,30,58.0,9098.0,4,7,1920.0,2002.0,0.0,3,3,3,3,2,5,348.0,0.0,180.0,528.0,5,605.0,0.0,0,2,3,5,0,0,0.0,0.0,0,0,0.0,7,2007,42.0243179,-93.6645619,144.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1884.0,240900,60,70.0,7000.0,7,5,2003.0,2003.0,0.0,4,3,4,3,2,6,622.0,0.0,304.0,926.0,5,1016.0,868.0,0,3,5,7,1,5,2.0,581.0,3,3,0.0,6,2009,42.0491135,-93.639712,35.0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
2217.0,268000,20,95.0,15865.0,8,6,1970.0,1970.0,0.0,4,4,3,4,4,5,351.0,823.0,1043.0,2217.0,5,2217.0,0.0,0,4,4,8,1,3,2.0,621.0,3,3,81.0,10,2007,42.0506772,-93.6170707,431.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1501.0,244000,120,46.0,4054.0,7,6,1987.0,1987.0,352.0,4,3,4,3,3,6,949.0,0.0,552.0,1501.0,5,1501.0,0.0,0,2,4,5,2,3,2.0,512.0,3,3,240.0,10,2007,42.003979,-93.643916,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1416.0,155000,160,24.0,2572.0,7,5,1999.0,1999.0,0.0,4,3,4,3,1,5,604.0,0.0,92.0,696.0,5,696.0,720.0,0,3,4,6,0,0,2.0,484.0,3,3,0.0,5,2010,42.046782,-93.645262,44.0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1526.0,144500,20,68.0,8562.0,5,6,1957.0,2002.0,145.0,3,3,3,3,3,3,383.0,0.0,833.0,1216.0,5,1526.0,0.0,0,4,3,7,1,4,1.0,364.0,3,3,116.0,5,2010,42.0175605,-93.6632151,78.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1365.0,122500,160,24.0,1920.0,5,5,1971.0,1971.0,376.0,3,3,3,3,1,5,471.0,0.0,294.0,765.0,5,765.0,600.0,0,2,3,6,0,0,2.0,440.0,3,3,240.0,8,2007,42.0519128,-93.6274995,36.0,2.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
848.0,141000,120,46.6,4426.0,6,5,2004.0,2004.0,147.0,4,3,4,3,4,6,697.0,0.0,151.0,848.0,5,848.0,0.0,0,1,4,3,1,3,2.0,420.0,3,3,149.0,5,2008,42.015927,-93.682991,0.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
902.0,131000,20,68.7,8885.0,5,5,1983.0,1983.0,0.0,3,3,4,3,3,4,301.0,324.0,239.0,864.0,3,902.0,0.0,0,2,3,5,0,0,2.0,484.0,3,3,164.0,6,2006,41.9883839,-93.6018174,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1517.0,230000,70,82.5,11435.0,8,7,1929.0,1950.0,0.0,3,3,4,3,1,1,0.0,0.0,792.0,792.0,2,792.0,725.0,0,3,4,7,2,4,2.0,400.0,3,3,0.0,6,2006,42.0191218,-93.6420282,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2250.0,320000,60,105.0,13650.0,8,5,2002.0,2002.0,232.0,4,3,4,3,4,6,578.0,0.0,1093.0,1671.0,5,1687.0,563.0,0,3,4,7,1,5,3.0,756.0,3,3,238.0,6,2010,42.0568851,-93.6552343,130.0,3.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1582.0,185900,60,64.0,8320.0,7,5,2004.0,2004.0,0.0,4,3,4,3,1,6,490.0,0.0,280.0,770.0,5,770.0,812.0,0,3,4,6,0,0,2.0,520.0,3,3,0.0,9,2008,42.0138595,-93.684728,45.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1287.0,130000,60,62.0,10429.0,5,5,1992.0,1992.0,0.0,3,3,4,3,1,5,330.0,0.0,294.0,624.0,3,624.0,663.0,0,3,3,6,0,0,2.0,440.0,3,3,150.0,7,2009,41.9863433,-93.6064099,0.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1356.0,188000,80,84.5,15957.0,6,6,1977.0,1977.0,0.0,3,3,4,3,4,6,1148.0,0.0,96.0,1244.0,3,1356.0,0.0,0,3,3,6,1,3,2.0,528.0,3,3,1424.0,9,2007,41.9897913,-93.6044087,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1367.0,127500,50,52.0,6240.0,6,6,1931.0,1950.0,0.0,3,3,3,2,1,2,425.0,0.0,459.0,884.0,3,959.0,408.0,0,3,3,6,1,4,1.0,560.0,3,3,0.0,11,2007,42.0319929,-93.622275,120.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1119.0,188500,80,65.0,16219.0,7,5,2004.0,2005.0,0.0,4,3,4,3,4,6,779.0,0.0,56.0,835.0,5,1119.0,0.0,0,2,4,5,0,0,2.0,437.0,3,3,100.0,4,2007,42.06054,-93.6440871,24.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1802.0,200100,70,54.0,7588.0,7,6,1920.0,1950.0,0.0,3,3,2,3,1,2,352.0,0.0,441.0,793.0,4,901.0,901.0,0,4,3,9,1,4,1.0,216.0,2,3,0.0,7,2006,42.0165635,-93.6447206,40.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1441.0,148500,160,24.0,2289.0,6,6,1978.0,1978.0,0.0,3,3,3,3,1,5,311.0,0.0,544.0,855.0,3,855.0,586.0,0,3,3,7,1,3,2.0,440.0,3,3,28.0,4,2009,42.049513,-93.625627,0.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1920.0,137000,90,95.0,11345.0,5,5,1948.0,1950.0,567.0,3,3,3,3,1,3,220.0,0.0,708.0,928.0,4,928.0,992.0,0,4,3,10,0,0,2.0,400.0,3,2,0.0,7,2007,42.034769,-93.621814,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1949.0,157000,90,75.0,8235.0,5,4,1977.0,1977.0,99.0,3,3,3,3,1,3,483.0,0.0,1466.0,1949.0,3,1949.0,0.0,0,6,3,10,0,0,2.0,586.0,3,3,32.0,5,2006,42.0303707,-93.6710189,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
861.0,82500,30,82.5,12342.0,4,5,1940.0,1950.0,0.0,3,3,3,3,1,4,262.0,0.0,599.0,861.0,5,861.0,0.0,0,1,3,4,0,0,2.0,539.0,3,3,158.0,3,2009,42.0240368,-93.6721678,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1437.0,168000,20,87.2,14175.0,5,6,1956.0,1987.0,0.0,3,3,3,3,1,3,988.0,0.0,200.0,1188.0,4,1437.0,0.0,0,3,3,6,1,3,2.0,576.0,3,3,304.0,11,2006,42.03239320000001,-93.6651362,0.0,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1510.0,108000,70,60.0,9084.0,4,5,1940.0,1950.0,0.0,3,3,3,3,2,1,0.0,0.0,755.0,755.0,3,755.0,755.0,0,4,3,7,1,4,1.0,296.0,2,1,120.0,10,2009,42.022946,-93.6603237,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
